"","fighter","winner","match_id","weight_class","date","opponent"
"4543","Matt Hughes",0,4543,"Welterweight","2010-11-20","BJ Penn"
"4544","Quinton Jackson",1,4544,"LightHeavyweight","2010-11-20","Lyoto Machida"
"4545","George Sotiropoulos",1,4545,"Lightweight","2010-11-20","Joe Lauzon"
"4546","Mike Lullo",0,4546,"Lightweight","2010-11-20","Edson Barboza"
"4547","Paul Kelly",1,4547,"Lightweight","2010-11-20","TJ O'Brien"
"4548","Tyson Griffin",0,4548,"Lightweight","2010-11-20","Nik Lentz"
"4549","Kyle Noke",1,4549,"Middleweight","2010-11-13","Rob Kimmons"
"4550","Amir Sadollah",1,4550,"Welterweight","2010-11-13","Peter Sobotta"
"4551","Dennis Siver",1,4551,"Lightweight","2010-11-13","Andre Winner"
"4552","Pascal Krauss",1,4552,"Welterweight","2010-11-13","Mark Scanlon"
"4553","Duane Ludwig",1,4553,"Welterweight","2010-11-13","Nick Osipczak"
"4554","Nate Marquardt",0,4554,"Middleweight","2010-11-13","Yushin Okami"
"4555","Vladimir Matyushenko",1,4555,"LightHeavyweight","2010-11-13","Alexandre Ferreira"
"4556","Krzysztof Soszynski",1,4556,"LightHeavyweight","2010-11-13","Goran Reljic"
"4557","Kris McCray",0,4557,"Welterweight","2010-11-13","Carlos Eduardo Rocha"
"4558","Seth Petruzelli",0,4558,"LightHeavyweight","2010-11-13","Karlos Vemola"
"4559","Mike Guymon",0,4559,"Welterweight","2010-10-23","Daniel Roberts"
"4560","Diego Sanchez",1,4560,"Welterweight","2010-10-23","Paulo Thiago"
"4561","Court McGee",1,4561,"Middleweight","2010-10-23","Ryan Jensen"
"4562","Brendan Schaub",1,4562,"Heavyweight","2010-10-23","Gabriel Gonzaga"
"4563","Jake Shields",1,4563,"Welterweight","2010-10-23","Martin Kampmann"
"4564","Brock Lesnar",0,4564,"Heavyweight","2010-10-23","Cain Velasquez"
"4565","Tito Ortiz",0,4565,"LightHeavyweight","2010-10-23","Matt Hamill"
"4566","Patrick Cote",0,4566,"Middleweight","2010-10-23","Tom Lawlor"
"4567","Sam Stout",1,4567,"Lightweight","2010-10-23","Paul Taylor"
"4568","Jon Madsen",1,4568,"Heavyweight","2010-10-23","Gilbert Yvel"
"4569","Chris Camozzi",1,4569,"Middleweight","2010-10-23","Dongi Yang"
"4570","Cyrille Diabate",0,4570,"LightHeavyweight","2010-10-16","Alexander Gustafsson"
"4571","John Hathaway",0,4571,"Welterweight","2010-10-16","Mike Pyle"
"4572","Dan Hardy",0,4572,"Welterweight","2010-10-16","Carlos Condit"
"4573","Paul Sass",1,4573,"Lightweight","2010-10-16","Mark Holst"
"4574","James Wilks",0,4574,"Welterweight","2010-10-16","Claude Patrick"
"4575","Cheick Kongo",0.5,4575,"Heavyweight","2010-10-16","Travis Browne"
"4576","Michael Bisping",1,4576,"Middleweight","2010-10-16","Yoshihiro Akiyama"
"4577","Rob Broughton",1,4577,"Heavyweight","2010-10-16","Vinicius Queiroz"
"4578","James McSweeney",0,4578,"LightHeavyweight","2010-10-16","Fabio Maldonado"
"4579","Spencer Fisher",1,4579,"Lightweight","2010-10-16","Curt Warburton"
"4580","Thiago Tavares",1,4580,"Lightweight","2010-09-25","Pat Audinwood"
"4581","CB Dollaway",1,4581,"Middleweight","2010-09-25","Joe Doerksen"
"4582","Sean Sherk",1,4582,"Lightweight","2010-09-25","Evan Dunham"
"4583","Matt Serra",0,4583,"Welterweight","2010-09-25","Chris Lytle"
"4584","Rogerio Nogueira",0,4584,"LightHeavyweight","2010-09-25","Ryan Bader"
"4585","Melvin Guillard",1,4585,"Lightweight","2010-09-25","Jeremy Stephens"
"4586","Frank Mir",1,4586,"Heavyweight","2010-09-25","Mirko Filipovic"
"4587","Matt Mitrione",1,4587,"Heavyweight","2010-09-25","Joey Beltran"
"4588","Steve Lopez",0,4588,"Lightweight","2010-09-25","Waylon Lowe"
"4589","Mark Hunt",0,4589,"Heavyweight","2010-09-25","Sean McCorkle"
"4590","TJ Grant",1,4590,"Welterweight","2010-09-25","Julio Paulino"
"4591","Nate Marquardt",1,4591,"Middleweight","2010-09-15","Rousimar Palhares"
"4592","Rich Attonito",1,4592,"Middleweight","2010-09-15","Rafael Natal"
"4593","Yves Edwards",1,4593,"Lightweight","2010-09-15","John Gunderson"
"4594","Tomasz Drwal",0,4594,"Middleweight","2010-09-15","David Branch"
"4595","Jared Hamman",0,4595,"LightHeavyweight","2010-09-15","Kyle Kingsbury"
"4596","Cole Miller",1,4596,"Lightweight","2010-09-15","Ross Pearson"
"4597","Jim Miller",1,4597,"Lightweight","2010-09-15","Gleison Tibau"
"4598","Efrain Escudero",0,4598,"Lightweight","2010-09-15","Charles Oliveira"
"4599","Brian Foster",1,4599,"Welterweight","2010-09-15","Forrest Petz"
"4600","TJ Waldburger",1,4600,"Welterweight","2010-09-15","David Mitchell"
"4601","Joe Lauzon",1,4601,"Lightweight","2010-08-28","Gabe Ruediger"
"4602","Andre Winner",0,4602,"Lightweight","2010-08-28","Nik Lentz"
"4603","Demian Maia",1,4603,"Middleweight","2010-08-28","Mario Miranda"
"4604","Frankie Edgar",1,4604,"Lightweight","2010-08-28","BJ Penn"
"4605","Dan Miller",1,4605,"Middleweight","2010-08-28","John Salter"
"4606","Randy Couture",1,4606,"Heavyweight","2010-08-28","James Toney"
"4607","Kenny Florian",0,4607,"Lightweight","2010-08-28","Gray Maynard"
"4608","Nate Diaz",1,4608,"Welterweight","2010-08-28","Marcus Davis"
"4609","Mike Pierce",1,4609,"Welterweight","2010-08-28","Amilcar Alves"
"4610","Nick Osipczak",0,4610,"Welterweight","2010-08-28","Greg Soto"
"4611","Jon Fitch",1,4611,"Welterweight","2010-08-07","Thiago Alves"
"4612","Roy Nelson",0,4612,"Heavyweight","2010-08-07","Junior Dos Santos"
"4613","Rodney Wallace",0,4613,"LightHeavyweight","2010-08-07","Phil Davis"
"4614","Clay Guida",1,4614,"Lightweight","2010-08-07","Rafael Dos Anjos"
"4615","Matt Hughes",1,4615,"Welterweight","2010-08-07","Ricardo Almeida"
"4616","Johny Hendricks",1,4616,"Welterweight","2010-08-07","Charlie Brenneman"
"4617","Anderson Silva",1,4617,"Middleweight","2010-08-07","Chael Sonnen"
"4618","Dustin Hazelett",0,4618,"Welterweight","2010-08-07","Rick Story"
"4619","Todd Brown",0,4619,"LightHeavyweight","2010-08-07","Tim Boetsch"
"4620","Stefan Struve",1,4620,"Heavyweight","2010-08-07","Christian Morecraft"
"4621","Ben Saunders",0,4621,"Welterweight","2010-08-07","Dennis Hallman"
"4622","DaMarques Johnson",0,4622,"Welterweight","2010-08-01","Matthew Riddle"
"4623","Jon Jones",1,4623,"LightHeavyweight","2010-08-01","Vladimir Matyushenko"
"4624","Tyson Griffin",0,4624,"Lightweight","2010-08-01","Takanori Gomi"
"4625","Mark Munoz",0,4625,"Middleweight","2010-08-01","Yushin Okami"
"4626","James Irvin",0,4626,"LightHeavyweight","2010-08-01","Igor Pokrajac"
"4627","Brian Stann",1,4627,"Middleweight","2010-08-01","Mike Massenzio"
"4628","Paul Kelly",0,4628,"Lightweight","2010-08-01","Jacob Volkmann"
"4629","John Howard",0,4629,"Welterweight","2010-08-01","Jake Ellenberger"
"4630","Darren Elkins",0,4630,"Lightweight","2010-08-01","Charles Oliveira"
"4631","Rob Kimmons",1,4631,"Middleweight","2010-08-01","Steve Steinbeiss"
"4632","Chris Leben",1,4632,"Middleweight","2010-07-03","Yoshihiro Akiyama"
"4633","Krzysztof Soszynski",0,4633,"LightHeavyweight","2010-07-03","Stephan Bonnar"
"4634","George Sotiropoulos",1,4634,"Lightweight","2010-07-03","Kurt Pellegrino"
"4635","Chris Lytle",1,4635,"Welterweight","2010-07-03","Matt Brown"
"4636","Brock Lesnar",1,4636,"Heavyweight","2010-07-03","Shane Carwin"
"4637","Seth Petruzelli",0,4637,"LightHeavyweight","2010-07-03","Ricardo Romero"
"4638","Brendan Schaub",1,4638,"Heavyweight","2010-07-03","Chris Tuchscherer"
"4639","Kendall Grove",1,4639,"Middleweight","2010-07-03","Goran Reljic"
"4640","Gerald Harris",1,4640,"Middleweight","2010-07-03","David Branch"
"4641","Forrest Petz",0,4641,"Welterweight","2010-07-03","Daniel Roberts"
"4642","Jon Madsen",1,4642,"Heavyweight","2010-07-03","Karlos Vemola"
"4643","Court McGee",1,4643,"Middleweight","2010-06-19","Kris McCray"
"4644","Chris Leben",1,4644,"Middleweight","2010-06-19","Aaron Simpson"
"4645","Jamie Yager",0,4645,"Middleweight","2010-06-19","Rich Attonito"
"4646","John Gunderson",1,4646,"Lightweight","2010-06-19","Mark Holst"
"4647","Spencer Fisher",0,4647,"Lightweight","2010-06-19","Dennis Siver"
"4648","Keith Jardine",0,4648,"LightHeavyweight","2010-06-19","Matt Hamill"
"4649","Brad Tavares",1,4649,"Middleweight","2010-06-19","Seth Baczynski"
"4650","Josh Bryant",0,4650,"Middleweight","2010-06-19","Kyle Noke"
"4651","James McSweeney",0,4651,"Heavyweight","2010-06-19","Travis Browne"
"4652","Chris Camozzi",1,4652,"Middleweight","2010-06-19","James Hammortree"
"4653","Tyson Griffin",0,4653,"Lightweight","2010-06-12","Evan Dunham"
"4654","Paulo Thiago",0,4654,"Welterweight","2010-06-12","Martin Kampmann"
"4655","Mirko Filipovic",1,4655,"Heavyweight","2010-06-12","Pat Barry"
"4656","David Loiseau",0,4656,"Middleweight","2010-06-12","Mario Miranda"
"4657","Ben Rothwell",1,4657,"Heavyweight","2010-06-12","Gilbert Yvel"
"4658","Carlos Condit",1,4658,"Welterweight","2010-06-12","Rory MacDonald"
"4659","Mac Danzig",0,4659,"Lightweight","2010-06-12","Matt Wiman"
"4660","Chuck Liddell",0,4660,"LightHeavyweight","2010-06-12","Rich Franklin"
"4661","James Wilks",1,4661,"Welterweight","2010-06-12","Peter Sobotta"
"4662","Ricardo Funch",0,4662,"Welterweight","2010-06-12","Claude Patrick"
"4663","Mike Pyle",1,4663,"Welterweight","2010-06-12","Jesse Lennox"
"4664","Melvin Guillard",1,4664,"Lightweight","2010-05-29","Waylon Lowe"
"4665","Michael Bisping",1,4665,"Middleweight","2010-05-29","Dan Miller"
"4666","Todd Duffee",0,4666,"Heavyweight","2010-05-29","Mike Russow"
"4667","Efrain Escudero",1,4667,"Lightweight","2010-05-29","Dan Lauzon"
"4668","Jason Brilz",0,4668,"LightHeavyweight","2010-05-29","Rogerio Nogueira"
"4669","Diego Sanchez",0,4669,"Welterweight","2010-05-29","John Hathaway"
"4670","Quinton Jackson",0,4670,"LightHeavyweight","2010-05-29","Rashad Evans"
"4671","Amir Sadollah",0,4671,"Welterweight","2010-05-29","Dong Hyun Kim"
"4672","Luiz Cane",0,4672,"LightHeavyweight","2010-05-29","Cyrille Diabate"
"4673","Aaron Riley",1,4673,"Lightweight","2010-05-29","Joe Brammer"
"4674","Jesse Forbes",0,4674,"Middleweight","2010-05-29","Ryan Jensen"
"4675","Marcus Davis",1,4675,"Welterweight","2010-05-08","Jonathan Goulet"
"4676","Tom Lawlor",0,4676,"Middleweight","2010-05-08","Joe Doerksen"
"4677","Josh Koscheck",1,4677,"Welterweight","2010-05-08","Paul Daley"
"4678","TJ Grant",0,4678,"Welterweight","2010-05-08","Johny Hendricks"
"4679","Patrick Cote",0,4679,"Middleweight","2010-05-08","Alan Belcher"
"4680","Sam Stout",0,4680,"Lightweight","2010-05-08","Jeremy Stephens"
"4681","Kevin Ferguson",0,4681,"Heavyweight","2010-05-08","Matt Mitrione"
"4682","Joey Beltran",1,4682,"Heavyweight","2010-05-08","Tim Hague"
"4683","Jason MacDonald",0,4683,"Middleweight","2010-05-08","John Salter"
"4684","Yoshiyuki Yoshida",0,4684,"Welterweight","2010-05-08","Mike Guymon"
"4685","Lyoto Machida",0,4685,"LightHeavyweight","2010-05-08","Mauricio Rua"
"4686","BJ Penn",0,4686,"Lightweight","2010-04-10","Frankie Edgar"
"4687","Anderson Silva",1,4687,"Middleweight","2010-04-10","Demian Maia"
"4688","Kendall Grove",0,4688,"Middleweight","2010-04-10","Mark Munoz"
"4689","Nick Osipczak",0,4689,"Welterweight","2010-04-10","Rick Story"
"4690","Matt Hughes",1,4690,"Welterweight","2010-04-10","Renzo Gracie"
"4691","DaMarques Johnson",1,4691,"Welterweight","2010-04-10","Brad Blackburn"
"4692","Alexander Gustafsson",0,4692,"LightHeavyweight","2010-04-10","Phil Davis"
"4693","Terry Etim",0,4693,"Lightweight","2010-04-10","Rafael Dos Anjos"
"4694","Paul Kelly",1,4694,"Lightweight","2010-04-10","Matt Veach"
"4695","Jon Madsen",1,4695,"Heavyweight","2010-04-10","Mostapha Al-Turk"
"4696","Kenny Florian",1,4696,"Lightweight","2010-03-31","Takanori Gomi"
"4697","Ross Pearson",1,4697,"Lightweight","2010-03-31","Dennis Siver"
"4698","Rob Emerson",0,4698,"Lightweight","2010-03-31","Nik Lentz"
"4699","Caol Uno",0,4699,"Lightweight","2010-03-31","Gleison Tibau"
"4700","Andre Winner",1,4700,"Lightweight","2010-03-31","Rafaello Oliveira"
"4701","Roy Nelson",1,4701,"Heavyweight","2010-03-31","Stefan Struve"
"4702","Jacob Volkmann",1,4702,"Lightweight","2010-03-31","Ronys Torres"
"4703","Nate Quarry",0,4703,"Middleweight","2010-03-31","Jorge Rivera"
"4704","Yushin Okami",1,4704,"Middleweight","2010-03-31","Lucio Linhares"
"4705","Gerald Harris",1,4705,"Middleweight","2010-03-31","Mario Miranda"
"4706","Charlie Brenneman",1,4706,"Welterweight","2010-03-31","Jason High"
"4707","Jim Miller",1,4707,"Lightweight","2010-03-27","Mark Bocek"
"4708","Rousimar Palhares",1,4708,"Middleweight","2010-03-27","Tomasz Drwal"
"4709","Ricardo Almeida",1,4709,"Welterweight","2010-03-27","Matt Brown"
"4710","Nate Diaz",1,4710,"Welterweight","2010-03-27","Rory Markham"
"4711","Kurt Pellegrino",1,4711,"Lightweight","2010-03-27","Fabricio Camoes"
"4712","Georges St-Pierre",1,4712,"Welterweight","2010-03-27","Dan Hardy"
"4713","Frank Mir",0,4713,"Heavyweight","2010-03-27","Shane Carwin"
"4714","Ben Saunders",0,4714,"Welterweight","2010-03-27","Jon Fitch"
"4715","Rodney Wallace",0,4715,"LightHeavyweight","2010-03-27","Jared Hamman"
"4716","Matthew Riddle",1,4716,"Welterweight","2010-03-27","Greg Soto"
"4717","Alessio Sakara",1,4717,"Middleweight","2010-03-21","James Irvin"
"4718","John Howard",1,4718,"Welterweight","2010-03-21","Daniel Roberts"
"4719","Clay Guida",1,4719,"Lightweight","2010-03-21","Shannon Gugerty"
"4720","Eliot Marshall",0,4720,"LightHeavyweight","2010-03-21","Vladimir Matyushenko"
"4721","Junior Dos Santos",1,4721,"Heavyweight","2010-03-21","Gabriel Gonzaga"
"4722","Duane Ludwig",0,4722,"Lightweight","2010-03-21","Darren Elkins"
"4723","Brandon Vera",0,4723,"LightHeavyweight","2010-03-21","Jon Jones"
"4724","Cheick Kongo",1,4724,"Heavyweight","2010-03-21","Paul Buentello"
"4725","Brendan Schaub",1,4725,"Heavyweight","2010-03-21","Chase Gormley"
"4726","Eric Schafer",0,4726,"LightHeavyweight","2010-03-21","Jason Brilz"
"4727","Mike Pierce",1,4727,"Welterweight","2010-03-21","Julio Paulino"
"4728","Chris Lytle",1,4728,"Welterweight","2010-02-20","Brian Foster"
"4729","Krzysztof Soszynski",1,4729,"LightHeavyweight","2010-02-20","Stephan Bonnar"
"4730","CB Dollaway",1,4730,"Middleweight","2010-02-20","Goran Reljic"
"4731","Cain Velasquez",1,4731,"Heavyweight","2010-02-20","Antonio Rodrigo Nogueira"
"4732","Mirko Filipovic",1,4732,"Heavyweight","2010-02-20","Anthony Perosh"
"4733","George Sotiropoulos",1,4733,"Lightweight","2010-02-20","Joe Stevenson"
"4734","Ryan Bader",1,4734,"LightHeavyweight","2010-02-20","Keith Jardine"
"4735","Wanderlei Silva",1,4735,"Middleweight","2010-02-20","Michael Bisping"
"4736","James Te Huna",1,4736,"LightHeavyweight","2010-02-20","Igor Pokrajac"
"4737","Demian Maia",1,4737,"Middleweight","2010-02-06","Dan Miller"
"4738","Melvin Guillard",1,4738,"Lightweight","2010-02-06","Ronys Torres"
"4739","Matt Serra",1,4739,"Welterweight","2010-02-06","Frank Trigg"
"4740","Randy Couture",1,4740,"LightHeavyweight","2010-02-06","Mark Coleman"
"4741","Mac Danzig",1,4741,"Lightweight","2010-02-06","Justin Buchholz"
"4742","Paulo Thiago",1,4742,"Welterweight","2010-02-06","Mike Swick"
"4743","Rob Emerson",1,4743,"Lightweight","2010-02-06","Phillipe Nover"
"4744","Chael Sonnen",1,4744,"Middleweight","2010-02-06","Nate Marquardt"
"4745","Phil Davis",1,4745,"LightHeavyweight","2010-02-06","Brian Stann"
"4746","Chris Tuchscherer",1,4746,"Heavyweight","2010-02-06","Tim Hague"
"4747","Joey Beltran",1,4747,"Heavyweight","2010-02-06","Rolles Gracie"
"4748","Rick Story",1,4748,"Welterweight","2010-01-11","Jesse Lennox"
"4749","Amir Sadollah",1,4749,"Welterweight","2010-01-11","Brad Blackburn"
"4750","Aaron Simpson",1,4750,"Middleweight","2010-01-11","Tom Lawlor"
"4751","Evan Dunham",1,4751,"Lightweight","2010-01-11","Efrain Escudero"
"4752","Rory MacDonald",1,4752,"Welterweight","2010-01-11","Mike Guymon"
"4753","Gray Maynard",1,4753,"Lightweight","2010-01-11","Nate Diaz"
"4754","Thiago Tavares",0.5,4754,"Lightweight","2010-01-11","Nik Lentz"
"4755","Chris Leben",1,4755,"Middleweight","2010-01-11","Jay Silva"
"4756","Gerald Harris",1,4756,"Middleweight","2010-01-11","John Salter"
"4757","Rafael Dos Anjos",1,4757,"Lightweight","2010-01-11","Kyle Bradley"
"4758","Nick Catone",1,4758,"Middleweight","2010-01-11","Jesse Forbes"
"4759","Jim Miller",1,4759,"Lightweight","2010-01-02","Duane Ludwig"
"4760","Martin Kampmann",1,4760,"Welterweight","2010-01-02","Jacob Volkmann"
"4761","Cole Miller",1,4761,"Lightweight","2010-01-02","Dan Lauzon"
"4762","Paul Daley",1,4762,"Welterweight","2010-01-02","Dustin Hazelett"
"4763","Junior Dos Santos",1,4763,"Heavyweight","2010-01-02","Gilbert Yvel"
"4764","Sam Stout",1,4764,"Lightweight","2010-01-02","Joe Lauzon"
"4765","Rashad Evans",1,4765,"LightHeavyweight","2010-01-02","Thiago Silva"
"4766","Mark Munoz",1,4766,"Middleweight","2010-01-02","Ryan Jensen"
"4767","Rafaello Oliveira",1,4767,"Lightweight","2010-01-02","John Gunderson"
"4768","Jake Ellenberger",1,4768,"Welterweight","2010-01-02","Mike Pyle"
"4769","Frank Mir",1,4769,"Heavyweight","2009-12-12","Cheick Kongo"
"4770","Johny Hendricks",1,4770,"Welterweight","2009-12-12","Ricardo Funch"
"4771","Matt Wiman",1,4771,"Lightweight","2009-12-12","Shane Nelson"
"4772","Jon Fitch",1,4772,"Welterweight","2009-12-12","Mike Pierce"
"4773","Kenny Florian",1,4773,"Lightweight","2009-12-12","Clay Guida"
"4774","Alan Belcher",1,4774,"CatchWeight","2009-12-12","Wilson Gouveia"
"4775","Stefan Struve",1,4775,"Heavyweight","2009-12-12","Paul Buentello"
"4776","BJ Penn",1,4776,"Lightweight","2009-12-12","Diego Sanchez"
"4777","Rousimar Palhares",1,4777,"Middleweight","2009-12-12","Lucio Linhares"
"4778","DaMarques Johnson",1,4778,"Welterweight","2009-12-12","Edgar Garcia"
"4779","TJ Grant",1,4779,"Welterweight","2009-12-12","Kevin Burns"
"4780","Matt Hamill",1,4780,"LightHeavyweight","2009-12-05","Jon Jones"
"4781","Brian Stann",1,4781,"LightHeavyweight","2009-12-05","Rodney Wallace"
"4782","Matt Mitrione",1,4782,"Heavyweight","2009-12-05","Marcus Jones"
"4783","Frankie Edgar",1,4783,"Lightweight","2009-12-05","Matt Veach"
"4784","James McSweeney",1,4784,"Heavyweight","2009-12-05","Darrill Schoonover"
"4785","Kevin Ferguson",1,4785,"CatchWeight","2009-12-05","Houston Alexander"
"4786","Roy Nelson",1,4786,"Heavyweight","2009-12-05","Brendan Schaub"
"4787","Jon Madsen",1,4787,"Heavyweight","2009-12-05","Justin Wren"
"4788","John Howard",1,4788,"Welterweight","2009-12-05","Dennis Hallman"
"4789","Mark Bocek",1,4789,"Lightweight","2009-12-05","Joe Brammer"
"4790","Rogerio Nogueira",1,4790,"LightHeavyweight","2009-11-21","Luiz Cane"
"4791","Paulo Thiago",1,4791,"Welterweight","2009-11-21","Jacob Volkmann"
"4792","Ben Saunders",1,4792,"Welterweight","2009-11-21","Marcus Davis"
"4793","Kendall Grove",1,4793,"Middleweight","2009-11-21","Jake Rosholt"
"4794","Josh Koscheck",1,4794,"Welterweight","2009-11-21","Anthony Johnson"
"4795","Brian Foster",1,4795,"Welterweight","2009-11-21","Brock Larson"
"4796","Forrest Griffin",1,4796,"LightHeavyweight","2009-11-21","Tito Ortiz"
"4797","Amir Sadollah",1,4797,"Welterweight","2009-11-21","Phil Baroni"
"4798","Caol Uno",0.5,4798,"Lightweight","2009-11-21","Fabricio Camoes"
"4799","George Sotiropoulos",1,4799,"Lightweight","2009-11-21","Jason Dent"
"4800","Randy Couture",1,4800,"LightHeavyweight","2009-11-14","Brandon Vera"
"4801","Terry Etim",1,4801,"Lightweight","2009-11-14","Shannon Gugerty"
"4802","Michael Bisping",1,4802,"Middleweight","2009-11-14","Denis Kang"
"4803","Nick Osipczak",1,4803,"Welterweight","2009-11-14","Matthew Riddle"
"4804","John Hathaway",1,4804,"Welterweight","2009-11-14","Paul Taylor"
"4805","Matt Brown",1,4805,"Welterweight","2009-11-14","James Wilks"
"4806","Ross Pearson",1,4806,"Lightweight","2009-11-14","Aaron Riley"
"4807","Dan Hardy",1,4807,"Welterweight","2009-11-14","Mike Swick"
"4808","Alexander Gustafsson",1,4808,"LightHeavyweight","2009-11-14","Jared Hamman"
"4809","Dennis Siver",1,4809,"Lightweight","2009-11-14","Paul Kelly"
"4810","Andre Winner",1,4810,"Lightweight","2009-11-14","Rolando Delgado"
"4811","Anthony Johnson",1,4811,"Welterweight","2009-10-24","Yoshiyuki Yoshida"
"4812","Lyoto Machida",1,4812,"LightHeavyweight","2009-10-24","Mauricio Rua"
"4813","Ryan Bader",1,4813,"LightHeavyweight","2009-10-24","Eric Schafer"
"4814","Joe Stevenson",1,4814,"Lightweight","2009-10-24","Spencer Fisher"
"4815","Chael Sonnen",1,4815,"Middleweight","2009-10-24","Yushin Okami"
"4816","Gleison Tibau",1,4816,"Lightweight","2009-10-24","Josh Neer"
"4817","Pat Barry",1,4817,"Heavyweight","2009-10-24","Antoni Hardonk"
"4818","Cain Velasquez",1,4818,"Heavyweight","2009-10-24","Ben Rothwell"
"4819","Stefan Struve",1,4819,"Heavyweight","2009-10-24","Chase Gormley"
"4820","Jorge Rivera",1,4820,"Middleweight","2009-10-24","Rob Kimmons"
"4821","Kyle Kingsbury",1,4821,"LightHeavyweight","2009-10-24","Razak Al-Hassan"
"4822","Josh Koscheck",1,4822,"Welterweight","2009-09-19","Frank Trigg"
"4823","Junior Dos Santos",1,4823,"Heavyweight","2009-09-19","Mirko Filipovic"
"4824","Tyson Griffin",1,4824,"Lightweight","2009-09-19","Hermes Franca"
"4825","Vitor Belfort",1,4825,"CatchWeight","2009-09-19","Rich Franklin"
"4826","Jim Miller",1,4826,"Lightweight","2009-09-19","Steve Lopez"
"4827","Efrain Escudero",1,4827,"Lightweight","2009-09-19","Cole Miller"
"4828","Paul Daley",1,4828,"Welterweight","2009-09-19","Martin Kampmann"
"4829","Nik Lentz",1,4829,"Lightweight","2009-09-19","Rafaello Oliveira"
"4830","Tomasz Drwal",1,4830,"Middleweight","2009-09-19","Drew McFedries"
"4831","Rick Story",1,4831,"Welterweight","2009-09-19","Brian Foster"
"4832","Rafael Dos Anjos",1,4832,"Lightweight","2009-09-19","Rob Emerson"
"4833","Eliot Marshall",1,4833,"LightHeavyweight","2009-09-19","Jason Brilz"
"4834","Vladimir Matyushenko",1,4834,"LightHeavyweight","2009-09-19","Igor Pokrajac"
"4835","CB Dollaway",1,4835,"Middleweight","2009-09-16","Jay Silva"
"4836","Brian Stann",1,4836,"LightHeavyweight","2009-09-16","Steve Cantwell"
"4837","Jeremy Stephens",1,4837,"Lightweight","2009-09-16","Justin Buchholz"
"4838","Nate Diaz",1,4838,"Lightweight","2009-09-16","Melvin Guillard"
"4839","Nate Quarry",1,4839,"Middleweight","2009-09-16","Tim Credeur"
"4840","Gray Maynard",1,4840,"Lightweight","2009-09-16","Roger Huerta"
"4841","Carlos Condit",1,4841,"Welterweight","2009-09-16","Jake Ellenberger"
"4842","Mike Pyle",1,4842,"Welterweight","2009-09-16","Chris Wilson"
"4843","Ryan Jensen",1,4843,"Middleweight","2009-09-16","Steve Steinbeiss"
"4844","Mike Pierce",1,4844,"Welterweight","2009-09-16","Brock Larson"
"4845","Thiago Silva",1,4845,"LightHeavyweight","2009-08-29","Keith Jardine"
"4846","Brandon Vera",1,4846,"LightHeavyweight","2009-08-29","Krzysztof Soszynski"
"4847","Gabriel Gonzaga",1,4847,"Heavyweight","2009-08-29","Chris Tuchscherer"
"4848","Antonio Rodrigo Nogueira",1,4848,"Heavyweight","2009-08-29","Randy Couture"
"4849","Aaron Simpson",1,4849,"Middleweight","2009-08-29","Ed Herman"
"4850","Mike Russow",1,4850,"Heavyweight","2009-08-29","Justin McCully"
"4851","Jake Rosholt",1,4851,"Middleweight","2009-08-29","Chris Leben"
"4852","Nate Marquardt",1,4852,"Middleweight","2009-08-29","Demian Maia"
"4853","Evan Dunham",1,4853,"Lightweight","2009-08-29","Marcus Aurelio"
"4854","Todd Duffee",1,4854,"Heavyweight","2009-08-29","Tim Hague"
"4855","Mark Munoz",1,4855,"Middleweight","2009-08-29","Nick Catone"
"4856","Aaron Riley",1,4856,"Lightweight","2009-08-08","Shane Nelson"
"4857","BJ Penn",1,4857,"Lightweight","2009-08-08","Kenny Florian"
"4858","Kurt Pellegrino",1,4858,"Lightweight","2009-08-08","Josh Neer"
"4859","Anderson Silva",1,4859,"LightHeavyweight","2009-08-08","Forrest Griffin"
"4860","Johny Hendricks",1,4860,"Welterweight","2009-08-08","Amir Sadollah"
"4861","John Howard",1,4861,"Welterweight","2009-08-08","Tamdan McCrory"
"4862","Alessio Sakara",1,4862,"Middleweight","2009-08-08","Thales Leites"
"4863","Ricardo Almeida",1,4863,"Middleweight","2009-08-08","Kendall Grove"
"4864","Matthew Riddle",1,4864,"Welterweight","2009-08-08","Dan Cramer"
"4865","Jesse Lennox",1,4865,"Welterweight","2009-08-08","Danillo Villefort"
"4866","George Sotiropoulos",1,4866,"Lightweight","2009-08-08","George Roop"
"4867","Jim Miller",1,4867,"Lightweight","2009-07-11","Mac Danzig"
"4868","Jon Fitch",1,4868,"Welterweight","2009-07-11","Paulo Thiago"
"4869","Brock Lesnar",1,4869,"Heavyweight","2009-07-11","Frank Mir"
"4870","Mark Coleman",1,4870,"LightHeavyweight","2009-07-11","Stephan Bonnar"
"4871","Georges St-Pierre",1,4871,"Welterweight","2009-07-11","Thiago Alves"
"4872","Yoshihiro Akiyama",1,4872,"Middleweight","2009-07-11","Alan Belcher"
"4873","Dan Henderson",1,4873,"Middleweight","2009-07-11","Michael Bisping"
"4874","Jon Jones",1,4874,"LightHeavyweight","2009-07-11","Jake O'Brien"
"4875","Tom Lawlor",1,4875,"Middleweight","2009-07-11","CB Dollaway"
"4876","Dong Hyun Kim",1,4876,"Welterweight","2009-07-11","TJ Grant"
"4877","Shannon Gugerty",1,4877,"Lightweight","2009-07-11","Matt Grice"
"4878","Diego Sanchez",1,4878,"Lightweight","2009-06-20","Clay Guida"
